sentiment,word
-2.0,imbecyl
0.0,imbecyl
0.0,imelman
-2.0,imersyjny
-2.0,imieliński
0.0,imieniny
0.0,imigrant
0.0,imisja
0.0,immanentność
0.0,immanentny
0.0,immatrykulacja
0.0,immelman
-2.0,immersyjny
-1.0,immobilizm
0.0,immoblizacja
-1.0,immoralny
0.0,immunolog
0.0,immunosupresyjny
0.0,impaktowy
0.0,imperator
0.0,imperator
0.0,imperatorowa
-2.0,imperatorski
0.0,imperatyw kategoryczny
-1.0,imperatywność
-2.0,imperialistyczny
-2.0,imperialny
0.0,imperialny
0.0,impersonalny
-2.0,impertynencja
-2.0,impertynenckość
-2.0,impertynent
0.0,implementacja
2.0,imponujący
0.0,importer
0.0,importowany
0.0,impotencja
0.0,impotent
-2.0,impotent
1.0,impra
0.0,impresario
0.0,impresja
0.0,impresjonista
0.0,impresyjny
0.0,impresywny
0.0,impreza
1.0,imprezowy
-1.0,imprezowy
0.0,imprimatur
-2.0,improduktyw
0.0,improwizacja
0.0,impuls elektromagnetyczny
0.0,impulsowy
-1.0,impulsowy
0.0,impulsowy
-2.0,impulsywność
-2.0,impulsywność
1.0,inauguracja
0.0,inauguracyjny
-1.0,incydent
0.0,incydent mózgowo-naczyniowy
0.0,incydentalnie
-1.0,indeksowy
0.0,indeterminista
0.0,indeterministyczny
0.0,Indianin
0.0,indianista
0.0,indoeuropeista
-1.0,indolencja
0.0,indolog
0.0,Indonezyjczyk
0.0,indos
-2.0,indowy
0.0,indrikoterium
0.0,indris
0.0,indrys
0.0,indukcja własna
0.0,indukcyjność
-1.0,induktywny
0.0,indulgencja
0.0,indult
0.0,industrializacja
0.0,industrialny
0.0,indyczę
0.0,indyferencja
0.0,indyferentność
0.0,indyferentyzm
0.0,indygena
0.0,indygo
0.0,indygo
0.0,indygowy
0.0,indywidualista
0.0,indywidualista
-1.0,indywidualistyczny
1.0,indywidualny
0.0,indywidualny
0.0,indywiduum
-1.0,indywiduum
-1.0,inercja
-2.0,inercyjność
0.0,inert
-1.0,inertny
-1.0,infamia
0.0,infamis
0.0,infant
0.0,infantka
-1.0,infantylizacja
-1.0,infantylizm
-1.0,infantylność
-1.0,infantylny
0.0,infernalny
-2.0,infernalny
-1.0,inflacja
0.0,informacyjnie
0.0,informatyk
0.0,informatywny
1.0,informatyzacja
0.0,infradźwiękowy
0.0,infułat
0.0,ingres
0.0,ingres
0.0,inhibitor pompy protonowej
0.0,inia
0.0,inicjacyjny
0.0,inicjacyjny
0.0,inicjacyjny
0.0,inicjalność
0.0,inicjalny
2.0,inicjatywa
0.0,inicjatywa prywatna
0.0,inicjatywa ustawodawcza
0.0,iniekcja strumieniowa
0.0,Inka
0.0,inkarnacja
0.0,inkarnacja
0.0,Inkas
-1.0,inkaust
-1.0,inklinacja
0.0,inkluz
0.0,inkluzywny
0.0,inkoherencja
-1.0,inkompetencja
0.0,inkrustacja
0.0,inkub
0.0,inkubator
0.0,inkunabulista
-1.0,inkwirent
0.0,inkwizycyjny
0.0,inkwizytor
0.0,innojęzyczny
0.0,innoplemieniec
0.0,innosłowiański
2.0,innowacyjny
-1.0,innowierca
0.0,inny
0.0,inochodziec
0.0,inostrancewia
0.0,inscenizacja
0.0,insekt
-1.0,insektycyd
0.0,inseminator
0.0,inskrypcyjny
0.0,insolacja
0.0,inspekcyjny
0.0,inspektowy
0.0,instalacja sprężonego powietrza
0.0,instalator
-1.0,instancyjnie
-1.0,instancyjnie
-1.0,instancyjny
0.0,instancyjny
-1.0,instancyjny
0.0,instruktywny
0.0,instrumentacja
0.0,instrumentalnie
-1.0,instrumentalność
-2.0,instrumentalny
0.0,instrumentalny
0.0,instygator
0.0,instynktowny
0.0,insurekcja
-2.0,insynuator
0.0,intarsja
0.0,integracyjny
0.0,integralny
1.0,intelekt
2.0,intelektualista
0.0,intelektualista
0.0,intelektualizm
2.0,inteligencja
1.0,inteligent
0.0,inteligentnie
1.0,inteligentny
1.0,inteligibilny
1.0,intelligibilny
0.0,intendent
0.0,intensywność zabudowy
1.0,intensywny
0.0,interakcjonista
0.0,interdyscyplinarny
0.0,interdyscyplinarny
0.0,interesownie
-2.0,interesowność
-2.0,interesowny
-1.0,interesowy
2.0,interesujący
0.0,interlinearny
0.0,intermedium
0.0,internacjonalny
0.0,internacjonał
0.0,internacki
0.0,internatowiec
0.0,internatowy
0.0,internetowy
0.0,internista
0.0,internowany
0.0,internuncjusz
0.0,internuncjusz
0.0,internuncjusz apostolski
0.0,interpelant
0.0,interpelator
0.0,interpretacja
0.0,interpretator
-1.0,interpretatorski
-1.0,interpretatorski
1.0,interpretowalny
0.0,interpretowalny
1.0,interpretowalny
0.0,interreks
0.0,interrex
0.0,interseksualny
-1.0,interstycjalny
0.0,intersubiektywność
0.0,intertekstualność
-2.0,interwałowy
0.0,Interwizja
0.0,intifada
0.0,intoksykacja
-1.0,intonacyjnie
-1.0,intonacyjny
-1.0,intonacyjny
0.0,intonacyjny
0.0,intonacyjny
0.0,intrata
2.0,intratny
0.0,introjekcja
0.0,introligator
0.0,intromisja
0.0,introspekcjonista
0.0,introspekcyjny
0.0,introwersja
0.0,introwertyk
0.0,introwertywność
0.0,introwertyzm
-2.0,intrygancki
-2.0,intrygancki
-2.0,intrygant
-2.0,intrygantka
1.0,intrygujący
0.0,intuicjonista
0.0,intymny
0.0,intymny
0.0,Inuit
0.0,Inuita
0.0,inwalida
0.0,inwalida wojenny
0.0,inwalida wojskowy
0.0,inwalidzki
-1.0,inwalidztwo
0.0,inwariant
0.0,inwariant
0.0,inwariant
0.0,inwariantny
-1.0,inwarowy
-1.0,inwarowy
-1.0,inwazyjność
1.0,inwencja
0.0,inwestor
0.0,inwestor strategiczny
0.0,inwestycyjny
0.0,inwigilacyjny
-2.0,inwigilator
0.0,inżynier
0.0,inżynier górnictwa
0.0,inżynier wojskowy
0.0,inżynierowa
-1.0,ipekakuana
0.0,iperyt
0.0,iperyt siarkowy
0.0,iperytowy
0.0,iranista
0.0,irbis
0.0,irenista
0.0,irga kutnerowata
0.0,irga pozioma
-2.0,irlandzko
0.0,Irokez
-2.0,ironia
-1.0,ironiczność
-1.0,ironiczny
-1.0,irracjonalność
-1.0,irracjonalny
0.0,irradiacja
0.0,irrealizm
0.0,irydolog
-2.0,irytacja
1.0,iskra
0.0,islamista
0.0,Istar
0.0,istiodaktyl
0.0,istność
0.0,istota
0.0,istota fantastyczna
0.0,istota ludzka
0.0,istota mitologiczna
0.0,istota nadprzyrodzona
1.0,istota rozumna
0.0,istota żywa
2.0,istotny
1.0,istotny
0.0,itajara goliat
0.0,italianista
0.0,italijski
0.0,italogrek
0.0,italski
-2.0,ityfalliczny
0.0,izabelowaty
0.0,izabelowy
0.0,Izba Konsyliarska
0.0,Izba Lordów
0.0,izbowy
0.0,izerski
0.0,izolowany
0.0,izomorficzny
0.0,izomorficzny
0.0,izomorficzny
-1.0,izomorficzny
0.0,izopod
0.0,izotoniczny
0.0,izotoniczny
0.0,j.a.
0.0,ja
0.0,jabłko nanerczowe
0.0,jabłkowy
0.0,jabłoniowy
0.0,jabłoniowy
0.0,jabłonowski
0.0,jachaleria
0.0,jachting
0.0,jadalny
-2.0,jadeitowy
-2.0,jadeitowy
-1.0,jadowity
0.0,jadzica
0.0,Jagiellon
0.0,jaglion
0.0,jagła
0.0,jagniątko
0.0,jagnię
0.0,jagoda inkaska
0.0,jagodnica dębianka
0.0,jagodowy
0.0,jaguar
0.0,Jaguar
0.0,jaguarundi
0.0,jah
0.0,jai-alai
0.0,jaja prawiczków
0.0,jajeczny
0.0,jajkowy
-2.0,jajogłowy
-1.0,jajogłowy
0.0,jaki
0.0,jakikolwiek
0.0,jakiś
0.0,jakobin
0.0,jakowyś
0.0,jaksza
-1.0,jakucki
0.0,jałmużna
0.0,jałmużnik
1.0,jałmużnik
0.0,jałowa martwica guza piętowego
0.0,jałowa martwica kości
0.0,jałowiec nadbrzeżny
0.0,jałowiec pestkowaty
-1.0,jałowiec sawina
-1.0,jałowiec sawiński
0.0,jałowiec sztywny
0.0,jałowiec wirginijski
-1.0,jałowiecki
-2.0,jałowość
-1.0,jałowy
-1.0,jałowy
0.0,jałowy
0.0,jałowy
-2.0,jałowy
-2.0,jałtański
0.0,jam session
0.0,jam-session
-1.0,jambiczny
0.0,jambo
0.0,jamboree
0.0,jamistość
0.0,jamniczka
0.0,jamnik
0.0,jamnik długowłosy
0.0,jamnik krótkowłosy
0.0,jamnik szorstkowłosy
0.0,jamnikowaty
0.0,jamochłon
0.0,jamraj złoty
0.0,Jan
-1.0,jankeski
0.0,jankeski
0.0,janosikowy
0.0,jantarowy
0.0,jantarowy
0.0,jantarowy
0.0,jantazaur
-2.0,janusowy
-1.0,japiszon
0.0,japok
0.0,japonista
0.0,Japończyk
0.0,japoński
0.0,japoński
0.0,japoński
0.0,japoński
0.0,japoński
0.0,japońskojęzyczny
0.0,jard sześcienny
0.0,jarl
-1.0,jarmarczny
-2.0,jarmarczny
0.0,jarmarczny
-2.0,jarmarczny
0.0,jarmark
0.0,jarmarkowy
-2.0,jarmarkowy
1.0,jarmarkowy
-2.0,jarosławski
1.0,jary
0.0,jarzeniowy
0.0,jarzeniowy
0.0,jarzębaty
0.0,jarzębiaty
0.0,jarzębinowy
0.0,jarzęcy
-2.0,jarzmo
0.0,jarzmo mostowe
0.0,jarzyna
-1.0,jarzyniak
0.0,jarzyniarz
0.0,jarzyniarz
0.0,jarzynowy
0.0,jarzynowy
0.0,jarzynowy
0.0,jasełka
0.0,jasełkowy
-2.0,Jasień
-2.0,jasieński
0.0,jasion
0.0,jaskiniowiec
-2.0,jaskiniowiec
0.0,jaskólak
0.0,jaskółczę
-2.0,jaskółczy ogon
0.0,jaskółka
0.0,jaskrawobiały
0.0,jaskrawoczerwony
0.0,jaskrawofioletowy
0.0,jaskrawoniebieski
0.0,jaskrawopomarańczowy
0.0,jaskraworóżowy
0.0,jaskraworudy
-2.0,jaskrawość
-2.0,jaskrawość
0.0,jaskrawozielony
0.0,jaskrawożółty
0.0,jaskrawy
0.0,jaskrowy
0.0,jasnobeżowy
0.0,jasnoblond
0.0,jasnobłękitny
0.0,jasnobrązowy
0.0,jasnobrunatny
0.0,jasnoczerwony
0.0,jasnofioletowo
0.0,jasnofioletowy
0.0,jasnogranatowy
0.0,jasnokościsty
0.0,jasnokremowy
0.0,jasnoniebieski
0.0,jasnopłowy
0.0,jasnopomarańczowy
0.0,jasnopopielaty
0.0,jasnoróżowy
0.0,jasnorudy
0.0,jasnoszary
1.0,jasność
0.0,jasnowidz
0.0,jasnowidzący
0.0,jasnowidzący
0.0,jasnozielony
0.0,jasnozłocisty
0.0,jasnozłoty
0.0,jasnożółty
1.0,jasny
0.0,jasny
1.0,jasny
1.0,jasny
-1.0,jasny
1.0,jasny
0.0,jasny
0.0,jasny
0.0,jaspisowy
0.0,jaspisowy
-1.0,jassowy
-1.0,jassowy
0.0,jastrząb
0.0,jastrząb
0.0,jastrząb australijski
0.0,jastrząb czerwonooki
0.0,jastrząb gołębiarz
0.0,jastrząb kasztanowaty
0.0,jastrząb wróblarz
0.0,jastrząb zwyczajny
0.0,jastrząb zwyczajny
0.0,jastrząbek
0.0,jastrzębiak ciemny
0.0,jastrzębnik
-2.0,jaszczurczy
-2.0,jaszczurczy
0.0,jaszczurkowaty
0.0,jaszczurnik
0.0,jaszczurowaty
-1.0,jaszczurowy
0.0,jaszczurzy
0.0,jaśminowy
-2.0,jaśniepan
0.0,jaśniepański
-1.0,jaśniepański
-1.0,jaśniepański
-2.0,jaśniepaństwo
1.0,jaśniuteńki
1.0,jaśniutki
1.0,jaśniutki
0.0,jaśniutko
0.0,jatagan
-2.0,jatka
-1.0,jatka
0.0,jawa
0.0,Jawajczyk
0.0,Jawańczyk
0.0,jawny wspólnik
0.0,jaworowy
-2.0,jaworski
-2.0,jaworznicki
-1.0,Jaworzyna
0.0,jazda
-2.0,jazda
0.0,jazda figurowa
0.0,jazda figurowa na lodzie
0.0,jazda konna
-2.0,jazgot
1.0,jazz
0.0,jazz-jamboree
0.0,jazzowy
0.0,jazzrockowy
0.0,jaźń
0.0,jaźwiec
-2.0,jąderkowy
0.0,jądrowiec
0.0,jądrowiec
0.0,jądrowy
0.0,jądrowy
-2.0,jąkała
0.0,jątrew
-2.0,jątrzyciel
0.0,jeansowy
0.0,jeansowy
-2.0,jebak
-2.0,jebaka
-2.0,jechać na ręcznym
0.0,jeden
0.0,jeden
0.0,jedenastka
0.0,jedenastokrotnie
0.0,jedenastokrotny
0.0,jedenastolatek
0.0,jedenastomilionowy
0.0,jedenastomilionowy
0.0,jedenastomilionowy
0.0,jedenastoosobowy
0.0,jedenastoosobowy
0.0,jedenastostopniowy
0.0,jedenastotomowy
0.0,jedenastotysięczny
0.0,jedenastotysięczny
0.0,jedenastotysięczny
0.0,jedenastowieczny
0.0,jedenasty
0.0,jedenasty
0.0,jedenasty
0.0,jedlica
0.0,jedlica sina
0.0,jedlina
0.0,jedliński
0.0,jednaki
0.0,jednakowo
0.0,jednakowy
0.0,jednobarwny
0.0,jednoczesność
0.0,jednoczesny
0.0,jednodniowość
0.0,jednodolarowy
0.0,jednodworzec
-1.0,jednodzielny
0.0,jednofuntowy
0.0,jednogatunkowy
0.0,jednogłosowy
0.0,jednogłosowy
0.0,jednogłośny
0.0,jednoimienny
-1.0,jednoinstancyjny
-1.0,jednoinstancyjny
-1.0,jednoizbowy
0.0,jednokanałowy
0.0,jednokanałowy
-1.0,jednokierunkowość
0.0,jednokierunkowy
0.0,jednokierunkowy
-1.0,jednoklasowy
0.0,jednoklasowy
0.0,jednoklasowy
0.0,jednokolorowy
0.0,jednokołowy
0.0,jednokrotnie
0.0,jednokrotny
0.0,jednolatek
0.0,jednolatek
0.0,jednolatek
0.0,jednoletni
0.0,jednoliterowy
0.0,jednolity
0.0,jednomiesięczny
1.0,jednomyślny
0.0,jednonarodowy
0.0,jednoobwodowy
0.0,jednooczny
0.0,jednoodcinkowy
0.0,jednooki
0.0,jednoosiowy
-2.0,jednopalcowy
0.0,jednopłaszczyznowy
0.0,jednopokładowy
-2.0,jednorazowość
0.0,jednorazowy
0.0,jednoręczny
0.0,jednoręki
0.0,jednoroczność
0.0,jednoroczny
0.0,jednorodny
0.0,jednorożec
0.0,jednoskładnikowy
-1.0,jednostajny
0.0,jednostajny
0.0,jednostka
0.0,jednostka astronomiczna
0.0,jednostka gospodarcza
0.0,jednostka ilości informacji
0.0,jednostka monetarna
0.0,jednostka remontowa
0.0,jednostkowy
0.0,jednostkowy
0.0,jednostkowy
0.0,jednostopniowy
-1.0,jednostronność
0.0,jednostronność
-1.0,jednostronność
-1.0,jednostronny
0.0,jednostrzałowy
0.0,jednoszpaltowy
0.0,jednotarczowiec
-1.0,jednotematyczny
0.0,jednotorowy
0.0,jednotorowy
-1.0,jednotorowy
0.0,jednouchy
0.0,jednowątkowość
0.0,jednowersowy
0.0,jednowiekowy
0.0,jednowierszowy
0.0,jednowładca
0.0,jednozdaniowy
0.0,jednoznaczność
1.0,jednoznaczny
1.0,jedwabisty
1.0,jedwabisty
0.0,jedwabisty
1.0,jedwabny
0.0,jedynak
-1.0,jedynkowy
0.0,jedynowładca
0.0,jedyny
2.0,jedyny
1.0,jedyny
0.0,jeholopter
0.0,jelarang
0.0,Jelcynowski
0.0,jelcynowski
0.0,jelcynowski
0.0,jeleni
0.0,jeleni
0.0,jeleniogórski
-2.0,jeleń
0.0,jeleń aksis
0.0,jeleń baweański
0.0,jeleń białowargi
0.0,jelitodyszne
0.0,jelonek
-1.0,jelonek czubaty
0.0,jelonek rogacz
0.0,jelonkowaty
-2.0,jelonkowy
-1.0,jełki
-1.0,jełki
-2.0,jełop
0.0,Jemeńczyk
0.0,jeneralny
-1.0,jeneralski
0.0,jeniec
0.0,jenot
0.0,jera jajowata
0.0,jera pospolita
0.0,jera większa
0.0,jesienny
0.0,jesienny
0.0,jesienny
0.0,jesienny
0.0,jesion
0.0,jesionowy
0.0,jesionowy
0.0,jesiotr
0.0,jesiotr
0.0,jesiotr adriatycki
0.0,jesiotr amerykański
0.0,jesiotr atlantycki
0.0,jesiotr bajkalski
0.0,jesiotr bałtycki
0.0,jesiotr biały
0.0,jesiotr gwiaździsty
0.0,jesiotr jeziorny
0.0,jesiotr kaspijski
0.0,jesiotr krótkonosy
0.0,jesiotr ostronosy
0.0,jesiotr perski
0.0,jesiotr południowokaspijski
0.0,jesiotr rosyjski
0.0,jesiotr syberyjski
0.0,jesiotr właściwy
0.0,jesiotr wschodni
0.0,jesiotr zachodni
0.0,jesiotrokształtne
0.0,jestestwo
0.0,jezioro ramienicowe
0.0,jezioro słone
0.0,jezioro termokrasowe
-2.0,jezuicki
-1.0,jezuicki
0.0,jezuita
-2.0,jezuita
0.0,Jezus
0.0,Jezus Chrystus
0.0,Jezus Nazarejczyk
0.0,Jezus Nazareńczyk
0.0,jezuskowy
-2.0,jeździć na ręcznym
0.0,jeździecki
0.0,jeździectwo
-1.0,jeż etiopski
0.0,jeż morski
-1.0,jeż uszaty
0.0,jeżak brzegowy
0.0,jeżasty
0.0,jeżątko
0.0,jeżowce
0.0,jeżowiec
0.0,jeżowiec jadalny
0.0,jeżowiec przybrzeżny
0.0,jeżozwierz grzebieniasty
-2.0,jeżozwierz indyjski
0.0,jeżynowy
-1.0,jęczący
-2.0,jęczenie
0.0,jęczmień
0.0,jęczmyk
1.0,jędrność
1.0,jędrność
0.0,jędrzejowski
-2.0,jędza
-2.0,jędza
0.0,jędzon
-2.0,jędzowaty
-1.0,jękliwy
0.0,jętka
0.0,jętka górska
0.0,jętka pospolita
0.0,języczny
0.0,język
0.0,język artystyczny
0.0,język bułgarski
0.0,język dahalik
0.0,język dungański
0.0,język elfów
0.0,język faliski
0.0,język faliskijski
0.0,język fryzyjski
0.0,język japoński
0.0,język kantoński
0.0,język kipczacki
0.0,język klingoński
0.0,język krasnoludów
0.0,język luksemburski
0.0,język mandaryński
0.0,język mansyjski
0.0,język nandoriński
0.0,język orków i sług Saurona
0.0,język quenejski
0.0,język retoromański
0.0,język rosyjski
0.0,język sindariński
0.0,język staro-cerkiewno-słowiański
0.0,język stworzony przez Tolkiena
0.0,język szaroelficki
0.0,język tagalski
0.0,język wogulski
0.0,język wu
0.0,języki austronezyjskie
0.0,języki dardyjskie
0.0,językowiec
0.0,językowy
0.0,językoznawca
0.0,jiao
0.0,jinlong
0.0,jiu-jitsu
0.0,jive
0.0,joannita
-1.0,jodan
-1.0,jodan(I)
-1.0,jodan(III)
-1.0,jodan(V)
-1.0,jodan(VII)
0.0,jodła
0.0,jodła kaukaska
0.0,jodła nikko
0.0,jodła nikkońska
0.0,jodła Nordmanna
0.0,jodła numidyjska
0.0,jodła olbrzymia
0.0,jodła sycylijska
0.0,jodła szlachetna
0.0,jodła wspaniała
0.0,jodłowski
0.0,jodłowy
-1.0,jodyn
0.0,jodzica
0.0,jogurtowy
0.0,jogurtowy
0.0,jogurtowy
0.0,jol
0.0,jolka
-2.0,jołop
-2.0,jonasz
0.0,joniczny
0.0,joński
0.0,jordanka
0.0,jork
0.0,jottabajt
0.0,jottabit
0.0,jottabit
0.0,jottaflops
1.0,jowialność
1.0,jowialny
1.0,jowialny
-2.0,józefowski
-2.0,Józefów
0.0,ju-jitsu
1.0,jubel
0.0,jubiler
-2.0,jubileusz
0.0,judaista
-2.0,judasz
-2.0,judaszowski
-1.0,judaszowy
0.0,judeochrześcijański
0.0,judeochrześcijański
0.0,judo
-2.0,judziciel
-1.0,judzki
0.0,jugosłowiański
0.0,juhas
0.0,juhaska
0.0,jujitsu
0.0,jujutsu
0.0,Jukagir
0.0,Juker
0.0,jukka aloesolistna
0.0,juliański
0.0,jumping
-2.0,junacki
1.0,junak
0.0,junat
0.0,jung
0.0,junga
0.0,jungista
0.0,jungowski
0.0,junior
0.0,junior
0.0,junkier
0.0,junkier
-2.0,junkierstwo
0.0,jura biała
0.0,jura górna
0.0,jura środkowa
0.0,juror
0.0,jurysdykcyjny
0.0,justyfikacja
0.0,jutrzejszy
0.0,jutrzejszy
0.0,juwenalia
0.0,juwenalia
0.0,ka
0.0,kA
0.0,kabalarka
0.0,kabalarz
0.0,kabalista
-1.0,kabalista
0.0,kabalistyczny
-1.0,kabalistyczny
-1.0,kabała
-2.0,kabani
0.0,kabaret
0.0,kabareton
0.0,kabel
0.0,kabel
0.0,kabel światłowodowy
0.0,kaberu
-2.0,kabinowy
0.0,kabinowy
0.0,kabłąkowaty
-1.0,kabotynizm
-1.0,kabotyński
-1.0,kabotyństwo
0.0,kabriolet
0.0,kabuto
-1.0,kac
-1.0,kacenjamer
0.0,kacerz
0.0,kacetowiec
0.0,kachina
-1.0,kacyk
0.0,kacyk
0.0,kaczątko
0.0,kaczenica
0.0,kaczę
0.0,kaczka czernica
0.0,kaczka czubata
0.0,kaczka krzyżówka
0.0,kaczka labradorska
-2.0,kaczkowaty
0.0,kaczy
-2.0,kaczy
-2.0,kaczy dół
0.0,Kadett
0.0,kadi
0.0,kadina
-2.0,kadłub
0.0,kadłubowy
-2.0,kadzielniczka
0.0,kafarnik
0.0,kafejkarz
0.0,kafelkarz
0.0,kafeteria
-1.0,kafir
-1.0,kafkowski
0.0,kafkowski
0.0,kaflarz
0.0,Kagonesti
0.0,kahalnik
0.0,kahuna
0.0,kaid
-2.0,kainowy
0.0,kajakarstwo
-1.0,kajdaniarz
0.0,kajgulik
-1.0,kajzer
0.0,kaka
0.0,kakaowy
0.0,kakaowy
0.0,kakofonia
-2.0,kakofonia
-2.0,kakofoniczny
-1.0,kakofoniczny
1.0,kakofoniczny
0.0,kaktusiarz
0.0,kaktusówka
0.0,kalabryjski
0.0,kalambur
0.0,kalambur
0.0,kalamondin
0.0,kalanus
0.0,kalcyfikacja
-2.0,kalcytowy
-2.0,kalcytowy
-1.0,kalectwo
-2.0,kalectwo umysłowe
-2.0,kalectwo życiowe
0.0,kaledoński
0.0,kalejdoskopowy
0.0,kaleka
-2.0,kaleka życiowa
-2.0,kaleka życiowy
-1.0,kaleki
-1.0,kaleki
0.0,kalendarz chiński
0.0,kalendarz juliański
0.0,kalendarzowy
-1.0,kalendarzowy
0.0,kalibrowy
0.0,kalibrowy
0.0,kalif
0.0,kalifornozaur
0.0,kalinek błękitny
-2.0,Kalinin
0.0,kalinowy
0.0,kaliski
0.0,kalka
0.0,kalka kreślarska
0.0,kalka techniczna
0.0,kalkulacyjność
-1.0,kalkulator
0.0,kalmar
0.0,kalmarzec
0.0,kalmus
-2.0,kalumniator
0.0,kałamarnica
0.0,kałamarnica Humboldta
0.0,kałamarnica kolosalna
0.0,kałamarnica olbrzymia
0.0,kałan
0.0,kałanek
0.0,kałdunica rdestówka
0.0,kałdunica zielona
0.0,kałga
0.0,kałga sułtan
-1.0,kałmuk
0.0,kaługa
0.0,kałużnica
0.0,kałużnica czarna
0.0,kałużnica czarnozielona
0.0,kamasznik
0.0,kambium
0.0,kambium waskularne
0.0,kameduła
-1.0,kameleon
0.0,kameleonowy
0.0,kamena
0.0,kameralista
0.0,kameralnie
2.0,kameralność
0.0,kameralny
0.0,kamerdyner
0.0,kamerdyner
0.0,kamerher
0.0,kamerjunkier
0.0,kamerling
0.0,kamerzysta
0.0,kamforowy
0.0,kamforowy
0.0,kami
-2.0,kamienisto
0.0,kamienistość
-2.0,kamienne serce
-2.0,kamienność
0.0,kamienny
-2.0,kamienny
0.0,kamienny
0.0,kamień
0.0,kamień budowlany
0.0,kamień nerkowy
0.0,kamień nosowy
0.0,kamień pępkowy
0.0,kamień żółciowy
-2.0,kamikadze
0.0,kamikadze
0.0,kamikadze
-2.0,kamikaze
0.0,kamikaze
0.0,kamikaze
0.0,kamilianin
0.0,kamionka
-2.0,kamlotowy
0.0,kamora
0.0,kamorra
0.0,kamorysta
0.0,kampania
0.0,kampański
0.0,kampylodonisk
0.0,kampylognatoid
1.0,kamrat
0.0,kamuflet
-2.0,kamykowy
0.0,kanadyjkarstwo
0.0,kanalarz
-2.0,kanalia
-2.0,kanalikowy
-2.0,kanalikowy
-1.0,kanał
0.0,kanał
0.0,kanał burzowy
0.0,kanał łączności
0.0,kananejski
0.0,kanarkowożółty
0.0,kanarkowy
0.0,kanasta
-2.0,kanciarz
-2.0,kanciastość
-1.0,kanciasty
0.0,kanclerz
0.0,kanclerz
0.0,kanclerz
0.0,kanclerzanka
0.0,kanclerzyna
0.0,kanczyl indyjski
0.0,kanefora
0.0,kanele
0.0,kanelowanie
0.0,kanelura
0.0,Kanemejeria
0.0,kangnazaur
0.0,kangur parma
0.0,kangur rudy
0.0,kangur tulak
0.0,kanguroszczur pustynny
0.0,kanguroszczur stepowy
0.0,kangurowate
0.0,kangurzątko
0.0,kangurzy
0.0,kania
0.0,kania bramińska
0.0,kania brunatna
0.0,kania czarna
0.0,kania czarna
0.0,kania jasnobarkowa
0.0,kania rdzawa
0.0,kania ruda
0.0,kania ruda
0.0,kania syberyjska
0.0,kania zielonoprzylądkowa
0.0,kanialuk szary
-2.0,kanibal
0.0,kanibalizm
0.0,kanię
0.0,kaniuk amerykański
0.0,kaniuk australijski
0.0,kaniuk długosterny
0.0,kaniuk stepowy
0.0,kaniuk sundajski
0.0,kaniuk zwyczajny
0.0,kaniuk zwyczajny
0.0,kanonicki
0.0,kanonierka rzeczna
0.0,kanonik
0.0,kanonik laterański
0.0,kanonik regularny
0.0,kanonik regularny laterański
0.0,kanonista
0.0,kanonizacyjny
0.0,kanonizowany
-2.0,kanopa
-1.0,kantalowy
0.0,kantaryda
0.0,kantata
0.0,kantatowy
0.0,kantonalny
0.0,kantonalny
0.0,kantonizacja
0.0,kantor
0.0,kantowski
0.0,kantyniarz
0.0,kantysta
0.0,kapalin
0.0,kaparowce
-2.0,kapcan
0.0,kapelan
0.0,kapelusznictwo
0.0,kaper
0.0,kaperstwo
0.0,kapik
0.0,kapilarność
0.0,kapista
0.0,kapiszonowy
0.0,kapiszonowy
0.0,kapiszonowy
0.0,kapitalista
-2.0,kapitalista
0.0,kapitalista
-2.0,kapitalnie
0.0,kapitalny
2.0,kapitalny
-2.0,kapitalny
2.0,kapitalny
2.0,kapitalny
0.0,kapitał rezerwowy
0.0,kapitałowość
0.0,kapitałowy
0.0,kapitałowy
0.0,kapitan
0.0,kapitania generalna
0.0,kapitanowa
0.0,kapitanowa
0.0,kapitel
-2.0,kapitulanctwo
-1.0,kapitulant
0.0,kapituła
0.0,kapituła
0.0,kapka
0.0,kapkan
-2.0,kaplerz
0.0,kapłan
-1.0,kapłoni
-2.0,kapłoni
0.0,kapo
-1.0,kapodziób
-1.0,kapokowy
0.0,kapotaż
0.0,kappa
-1.0,kapralski
-2.0,kapralstwo
-1.0,kaprawy
0.0,kaprozuch
-1.0,kapryśnik
-2.0,kapryśność
-1.0,kapryśny
-1.0,kapsa
0.0,kapslarz
0.0,kapsztadzki
0.0,kapturnik
0.0,kapturnik
0.0,kapucyn
0.0,kapucynka
0.0,kapucynka białoczelna
0.0,kapucynka czarnobiała
0.0,kapucynka czubata
0.0,kapucynka oliwkowa
0.0,kapucynka właściwa
0.0,kapucynki
0.0,karabin maszynowy
0.0,karabin maszynowy MG08
0.0,karabin przeciwpancerny
0.0,karaczan
0.0,karaczan amerykański
0.0,karaczan australijski
0.0,karaczan prusak
0.0,karaczan wschodni
0.0,karaibski
0.0,karakal
0.0,karakara białobrzucha
0.0,karakara czarna
0.0,karakara czarnobrzucha
0.0,karakuł
0.0,karakurt
0.0,karalny
0.0,karaluch
0.0,karaluch amerykański
-1.0,karambol
0.0,karambol
0.0,karambol 3-bandowy
0.0,karaoke
0.0,karat
0.0,karate
-1.0,karawaningowy
0.0,karbonar
0.0,karbonariusz
0.0,karbonatyt
